,PDB_ID,Energy_vdw,Electro,Energy_solvP,Energy_solvH,Energy_vdwclash,Energy_torsion,Kn_electrostatic,Energy_ionisation
308,1JK8,-223.93,-5.56491,319.074,-285.10900000000004,81.0941,35.6566,-0.0869677,0.3946909999999999
310,1JK8,-225.65,-4.53534,321.378,-285.107,66.6618,38.2293,-0.107977,0.5249020000000001
311,1JK8,-225.828,-5.548030000000001,328.139,-283.596,84.6559,38.8786,-0.67227,0.478727
312,1JK8,-228.873,-7.01111,335.814,-287.012,81.0178,38.6112,-0.471864,0.5971850000000001
313,1JL4,-216.498,-12.4811,315.091,-270.932,77.1173,31.2337,-1.5799299999999998,0.7650680000000001
314,1JL4,-221.824,-13.5491,318.296,-279.743,93.5723,41.4468,-1.40155,0.698112
315,1JL4,-221.74,-12.8675,320.69,-278.975,89.2292,39.1424,-0.7548819999999999,0.649935
317,1JL4,-223.366,-13.7229,316.969,-282.914,108.809,31.1246,-1.34418,0.6969770000000001
318,1JL4,-222.297,-14.6082,329.015,-278.582,88.1575,38.5065,-1.4351200000000002,1.39193
319,1JL4,-225.354,-14.6596,325.275,-284.467,102.353,38.6328,-1.57525,0.763897
320,1JL4,-219.375,-11.1894,314.443,-278.716,101.066,39.7158,-0.8785139999999999,0.635784
321,1KLG,-226.0,-13.4528,321.624,-290.242,101.902,35.7637,-1.35824,0.341182
322,1KLG,-227.65,-16.994,330.385,-290.121,76.8019,35.2839,-1.7331900000000002,0.768401
323,1KLG,-230.113,-13.4961,332.048,-293.212,90.1877,44.3823,-1.47473,0.583952
325,1KLG,-232.009,-16.9721,335.805,-294.129,93.1293,39.5092,-1.69275,0.4156569999999999
326,1KLG,-228.657,-15.4889,331.922,-289.995,93.2036,38.838,-1.75253,0.8033140000000001
327,1KLG,-228.971,-12.1687,328.376,-291.66700000000003,87.5209,36.4596,-0.96505,0.386843
328,1KLU,-222.836,-12.5592,319.605,-283.376,77.7749,40.5304,-1.35632,0.576098
329,1KLU,-225.616,-13.4392,323.001,-287.367,72.8507,36.2658,-0.983434,0.331075
330,1KLU,-224.933,-13.03,328.889,-282.714,70.303,37.0937,-1.69923,0.553027
332,1KLU,-225.046,-10.8098,327.892,-284.855,68.7996,40.8971,-1.18028,0.328775
333,1KLU,-229.246,-13.0846,335.973,-288.309,81.9361,34.6357,-1.04875,0.404855
334,1KLU,-225.49400000000003,-11.8225,327.35400000000004,-284.751,73.325,35.8141,-0.939865,0.432405
335,1MUJ,-220.682,-8.69627,320.616,-276.1,78.7771,41.7597,-0.773604,0.5564600000000001
336,1MUJ,-219.822,-8.64983,313.591,-278.23400000000004,88.5669,49.5395,-0.746041,0.767548
337,1MUJ,-231.58900000000003,-8.27387,337.788,-290.086,94.4662,47.2476,-0.820501,1.00475
338,1MUJ,-229.72,-7.915710000000001,335.411,-289.67400000000004,89.4326,48.5325,-0.562705,0.617067
339,1MUJ,-224.822,-12.8913,322.171,-284.738,92.3492,43.1974,-1.00197,0.510627
340,1MUJ,-223.392,-9.74404,326.607,-281.15,85.4999,46.6206,-0.6050300000000001,0.539201
341,1MUJ,-230.724,-7.05963,333.35400000000004,-292.606,104.104,44.8588,-0.577647,0.594472
342,1MUJ,-231.199,-9.56755,335.014,-290.962,87.1098,44.5453,-0.93461,0.75837
343,1MUJ,-230.63,-9.61522,331.591,-294.126,95.1173,47.3307,-0.823903,0.592874
344,1MUJ,-230.843,-11.3028,330.82199999999995,-291.056,80.3669,43.1864,-1.09595,0.526796
345,1MUJ,-231.637,-7.906739999999999,333.225,-293.659,93.2182,35.7149,-0.6091300000000001,0.6013470000000001
346,1MUJ,-232.002,-9.23198,336.222,-291.363,86.2843,35.4827,-0.6989529999999999,0.6681819999999999
347,1MUJ,-232.926,-9.50376,338.476,-293.446,108.526,35.1977,-1.29251,0.781784
348,1MUJ,-232.35,-9.33943,331.434,-294.559,103.301,41.9749,-0.7102,0.774312
349,1MUJ,-230.492,-9.01638,329.33,-289.71,89.0195,39.7729,-0.727042,0.6261260000000001
350,1MUJ,-229.919,-11.0908,335.172,-290.0,91.5087,41.1437,-1.2498,0.952356
352,1MUJ,-229.985,-10.2083,331.718,-290.435,76.5736,39.4509,-1.16489,0.590663
353,1MUJ,-226.906,-8.167869999999999,323.219,-288.373,93.5596,38.8976,-0.987174,0.553934
354,1MUJ,-229.518,-8.75779,328.63,-291.293,94.6227,38.8465,-0.6347149999999999,1.32745
355,1MUJ,-227.333,-8.13574,326.60200000000003,-288.646,85.9767,45.4227,-0.940044,0.532833
356,1MUJ,-229.773,-8.64675,324.563,-293.047,94.8273,39.2857,-0.468645,0.761456
357,1MUJ,-225.133,-8.028880000000001,319.556,-286.966,88.6582,43.1362,-1.20049,1.02316
358,1MUJ,-228.891,-9.09824,329.867,-288.584,75.5813,44.5529,-0.711022,0.806561
359,1MUJ,-225.029,-8.32045,318.579,-286.688,89.9366,42.5222,-0.627607,0.54003
360,1MUJ,-220.885,-8.92034,320.98,-277.681,73.1846,42.6841,-0.620854,0.8994190000000001
361,1MUJ,-226.311,-9.04471,327.443,-285.144,85.06200000000001,43.3128,-1.08979,0.561523
362,1MUJ,-226.36900000000003,-8.50238,322.345,-286.273,87.3301,39.8784,-0.8286469999999999,0.560373
363,1R5V,-218.08,-8.322280000000001,313.057,-281.559,67.5858,38.9463,-0.635274,0.355903
364,1R5V,-217.386,-7.73475,313.064,-281.725,91.8179,27.2832,-0.482746,0.369676
365,1R5V,-221.751,-7.70533,317.583,-286.582,76.9394,38.5826,-0.432177,0.393347
367,1R5V,-221.281,-6.791860000000001,316.753,-284.581,80.6449,32.463,-0.673995,0.420039
368,1R5W,-223.828,-7.4586,322.858,-288.539,102.231,38.1314,-0.161989,0.300354
369,1R5W,-223.003,-7.68527,323.051,-287.10900000000004,93.8014,37.5982,-0.537419,0.340011
370,1R5W,-224.778,-7.51296,324.565,-289.878,103.0,35.9416,-0.7256239999999999,0.370275
372,1R5W,-225.718,-9.0069,331.196,-290.116,97.7721,38.3942,-0.257332,0.578978
373,1SJH,-224.453,-14.0216,318.943,-285.568,96.0428,42.9003,-1.3808,0.568804
374,1SJH,-228.641,-14.8078,332.345,-288.936,83.7937,38.0938,-0.8805700000000001,0.45502
376,1SJH,-226.927,-13.8045,329.521,-288.368,77.8108,43.4356,-0.8426629999999999,0.64658
377,1SJH,-226.097,-12.5894,326.995,-285.017,87.2744,32.227,-0.8697729999999999,0.453005
378,1T5W,-219.136,-10.3343,321.849,-276.073,64.1394,38.6758,-1.02732,0.3316719999999999
379,1T5W,-222.041,-14.3029,321.496,-280.383,59.0603,40.2275,-1.36006,0.7429359999999999
381,1T5W,-227.406,-13.5431,329.456,-286.954,62.0818,43.6229,-1.32969,0.4011429999999999
382,1T5W,-225.034,-16.1013,325.96,-284.741,71.3453,34.4402,-1.36486,0.734647
383,1T5W,-224.861,-14.3291,327.128,-284.343,69.7452,36.9714,-1.81475,0.741541
384,1T5W,-227.257,-14.5843,331.832,-285.532,80.2211,40.7127,-1.7806,0.8490129999999999
385,2FSE,-217.851,-9.42959,318.953,-275.697,97.934,32.2704,-1.08748,0.495729
386,2FSE,-218.527,-9.16299,315.627,-276.927,122.043,35.3508,-1.42066,0.307137
388,2FSE,-220.987,-8.143369999999999,324.422,-278.893,119.397,35.3026,-0.8859610000000001,0.250796
389,2FSE,-220.486,-11.6012,327.64,-277.033,110.68,40.0568,-1.42135,0.485109
390,2FSE,-216.37,-10.3457,319.755,-272.73,107.334,43.1886,-1.12011,0.7901699999999999
391,2G9H,-226.608,-12.4061,332.38300000000004,-285.113,56.4657,39.7819,-1.31626,0.3311929999999999
392,2G9H,-227.805,-11.9383,333.20300000000003,-286.946,68.9736,36.1441,-1.21602,0.364222
394,2G9H,-224.814,-12.4135,323.781,-284.949,73.7534,35.6054,-0.8981520000000001,0.413365
395,2G9H,-226.43,-12.0517,329.629,-286.435,75.5994,32.3933,-1.49405,0.359881
396,2NNA,-226.501,-9.46291,327.069,-282.266,92.2615,39.5236,-0.658171,0.343314
397,2NNA,-224.956,-6.9848300000000005,323.896,-283.786,80.1975,34.0675,-0.932642,0.414497
398,2NNA,-226.153,-6.49169,323.91700000000003,-283.975,77.6544,39.9712,-0.526467,0.526776
399,2NNA,-226.56,-3.38665,325.65,-285.177,86.1198,40.4834,0.0731957,0.463483
400,2NNA,-225.327,-6.30237,325.087,-282.10200000000003,69.4721,44.0648,-0.739204,0.3970329999999999
401,2NNA,-227.174,-7.08812,327.68699999999995,-283.673,66.3626,37.9837,-0.755292,0.5630609999999999
403,2NNA,-226.864,-6.31992,326.188,-283.78700000000003,70.3055,36.4457,-0.769792,0.378911
404,2NNA,-229.91,-10.5879,332.411,-288.689,87.7814,49.4229,-1.13047,0.374902
405,2NNA,-228.039,-8.8345,330.548,-284.595,75.7782,43.1444,-1.22746,0.418113
406,2Q6W,-236.915,-8.95872,342.725,-297.732,93.9689,40.7143,-1.53691,1.06202
408,2Q6W,-239.599,-16.7575,352.524,-301.128,110.964,37.316,-1.82387,1.00918
409,2Q6W,-234.871,-15.3582,343.934,-296.572,95.0348,37.4354,-1.67453,0.988267
410,2SEB,-226.41,-8.67842,331.021,-285.89,71.7397,37.7358,-0.684092,1.33408
411,2SEB,-227.669,-12.7335,332.98800000000006,-288.134,69.2501,34.6204,-1.34236,1.79432
413,2SEB,-228.037,-12.9004,338.102,-286.487,67.0714,27.4661,-1.52204,1.7279400000000005
414,3C5J,-224.346,-7.316260000000001,317.685,-287.845,86.5196,37.1047,-1.48163,1.07839
415,3C5J,-229.207,-13.7155,327.638,-295.047,94.4185,37.3981,-1.8393,1.75901
417,3C5J,-224.837,-8.17079,325.202,-287.272,72.2993,35.5841,-1.47021,0.658375
418,3C5J,-227.946,-9.47436,324.495,-293.48400000000004,95.8971,41.5767,-0.930424,1.03734
419,3PDO,-229.596,-14.9605,329.741,-291.345,69.1334,37.6349,-1.7970400000000002,0.7476119999999999
420,3PDO,-226.774,-15.4704,327.73,-287.797,66.9621,34.4201,-1.6995,0.360988
421,3PDO,-229.779,-12.4834,327.023,-292.938,64.2503,39.697,-1.4731,0.406565
422,3PDO,-228.74,-12.4348,328.60900000000004,-289.872,55.4118,33.6966,-1.25865,0.379036
423,3PDO,-230.092,-12.3991,328.98400000000004,-292.613,54.5409,31.1279,-1.6105,0.352415
425,3PDO,-231.181,-11.9525,328.16900000000004,-292.267,57.6596,40.8061,-1.44136,0.415493
426,3PDO,-230.783,-11.535,327.556,-295.17900000000003,75.7704,39.3109,-1.51503,0.351572
427,3PDO,-228.543,-13.1632,323.768,-291.335,58.2496,32.7035,-1.57679,0.763934
428,3PDO,-229.201,-14.8515,331.48900000000003,-290.335,64.4447,33.4714,-1.51676,0.7669199999999999
429,3PDO,-228.697,-12.3216,322.158,-292.002,55.0009,37.5382,-1.52707,0.7666649999999999
430,4H26,-227.997,-10.7808,334.245,-290.16900000000004,86.7298,43.5515,-1.0188,0.48
431,4H26,-228.981,-8.50088,332.856,-293.684,91.8433,37.1271,-0.963145,0.518212
434,4I5B,-226.874,-13.8668,330.76300000000003,-286.744,76.0667,34.0693,-1.18008,0.370081
435,4I5B,-226.795,-12.2423,325.404,-288.491,74.7792,37.6076,-1.31452,0.393192
436,4I5B,-225.912,-12.7372,327.788,-286.767,81.8985,38.7773,-1.51223,0.777312
437,4IS6,-228.402,-14.6236,333.88199999999995,-288.958,90.0232,38.259,-1.85854,1.7884099999999998
438,4IS6,-226.439,-13.1935,331.972,-284.031,77.3659,37.9573,-1.13645,1.4397
439,4IS6,-232.87,-4.41096,338.061,-294.346,95.3557,41.6176,-0.208823,1.39919
440,4IS6,-229.62,-15.1473,334.37,-292.153,101.472,46.6806,-2.15942,1.91531
442,4IS6,-230.853,-9.94375,335.51,-291.774,75.2128,38.2677,-0.8636020000000001,1.30253
443,4IS6,-230.358,-15.7305,338.675,-291.303,76.0282,40.3106,-1.93905,1.55479
444,4IS6,-227.795,-13.6696,338.221,-285.611,87.4953,38.9582,-0.800072,1.37171
445,4MDJ,-229.211,-20.7223,336.987,-288.166,80.693,36.2004,-3.08671,1.76825
446,4MDJ,-225.768,-14.2769,326.672,-286.875,72.84,32.4719,-2.45782,1.74673
448,4MDJ,-234.225,-11.5485,338.557,-297.967,72.8787,32.9655,-2.27984,1.92014
449,4MDJ,-229.399,-14.2086,334.952,-290.217,70.4323,33.6221,-2.57747,1.7650099999999995
450,4OV5,-222.596,-11.1984,318.265,-282.918,70.7904,34.0602,-1.22576,0.4099779999999999
451,4OV5,-225.741,-13.7733,326.956,-285.36400000000003,90.2507,37.7617,-1.693,0.832616
452,4OV5,-228.083,-14.678,326.646,-287.556,77.1496,30.454,-1.47106,0.527644
454,4OV5,-229.883,-11.7231,326.885,-290.838,76.98100000000001,32.8302,-1.50903,0.948168
455,4OV5,-225.208,-9.75368,323.138,-284.972,60.5856,32.1669,-1.3343,0.5651930000000001
456,4X5W,-224.72,-14.6873,328.12,-283.353,73.6794,27.5571,-1.45287,0.2897969999999999
457,4X5W,-226.283,-20.1906,331.51800000000003,-284.993,66.5164,37.3787,-2.01217,0.346227
458,4X5W,-225.768,-11.0271,323.369,-287.481,70.3311,42.0956,-1.79614,0.318308
459,4X5W,-224.709,-13.3146,323.675,-283.369,54.7769,34.0417,-1.27635,0.400022
460,4X5W,-228.102,-13.6047,328.716,-290.981,67.016,39.0836,-1.7525,0.363638
462,4X5W,-226.352,-14.0682,326.454,-285.16900000000004,67.1176,33.1256,-1.3392,0.390908
463,4X5W,-227.614,-13.0008,324.454,-290.265,75.3675,38.8951,-1.60866,0.342591
464,4X5W,-223.451,-12.3609,321.745,-283.382,61.5841,42.1152,-1.21361,0.350207
465,4X5W,-226.763,-12.3764,324.278,-288.533,69.2868,42.7242,-1.46484,0.375203
466,4X5W,-230.593,-13.0088,329.48900000000003,-293.466,67.4778,33.986999999999995,-1.34956,0.38858
467,5KSU,-216.252,-5.08395,313.249,-274.242,61.0957,37.7139,-0.452485,0.3170699999999999
468,5KSU,-215.373,-4.87807,311.175,-273.459,59.8663,36.9595,0.151206,0.384022
469,5KSU,-215.791,-4.36121,310.386,-273.954,67.7274,30.2611,0.252239,0.433307
470,5KSU,-218.126,-7.25265,310.891,-278.612,58.0655,28.9571,-0.35653,0.3441639999999999
472,5KSU,-215.817,-7.640389999999999,307.189,-275.267,66.3756,39.3067,-0.43428,0.387217
473,5KSU,-215.144,-7.580889999999999,307.134,-274.394,55.9625,35.6783,-0.593603,0.616683
474,5KSV,-220.071,-7.630310000000001,314.73400000000004,-281.521,72.2531,40.5393,-0.457279,0.379352
475,5KSV,-218.99,-6.062819999999999,307.668,-281.822,52.0895,40.0779,-0.746117,0.407015
476,5KSV,-219.917,-6.0301800000000005,312.817,-281.455,61.7971,40.9079,-0.280995,0.325406
478,5KSV,-222.45,-5.26847,314.705,-284.73900000000003,70.1519,46.2199,-0.178616,0.5905739999999999
479,5KSV,-220.54,-6.50395,312.383,-281.10900000000004,72.2889,38.5513,-0.806932,0.312761
480,5KSV,-221.585,-6.921119999999999,313.665,-283.907,68.601,47.5243,-0.568005,0.379486
481,5LAX,-224.85,-14.215,327.573,-284.47700000000003,74.5165,34.6037,-1.5216,1.23243
482,5LAX,-224.837,-16.2144,329.769,-283.44,71.0168,36.1467,-2.0419400000000003,1.06087
483,5LAX,-225.595,-13.5111,332.89300000000003,-286.877,67.8945,34.1154,-1.57409,1.7094
484,5LAX,-228.577,-14.2433,332.826,-286.226,66.5568,30.9335,-1.62184,1.09281
485,5LAX,-227.319,-12.3309,333.644,-287.701,66.9344,38.5104,-1.3532799999999998,1.37234
487,5LAX,-223.139,-16.3423,329.904,-280.106,67.8266,36.662,-1.6558,1.8519
488,5NI9,-231.567,-12.7676,344.767,-293.216,81.1079,38.2084,-0.975496,1.35944
489,5NI9,-232.394,-14.1544,344.463,-292.881,64.9258,40.2719,-1.6235,1.35001
491,5NI9,-232.586,-9.07985,347.153,-293.673,69.4558,39.4354,-0.372731,1.36985
492,5NI9,-230.126,-16.7367,341.874,-290.793,63.6815,33.4826,-2.2216,1.76232
493,5NI9,-229.856,-14.1267,337.807,-289.208,66.2442,32.67,-1.35679,1.40541
494,5NI9,-227.556,-12.5325,335.06300000000005,-289.274,60.4074,34.0908,-0.7237979999999999,1.80488
495,5UJT,-230.475,-7.18289,327.211,-293.19,97.5944,41.391000000000005,-0.0996773999999999,0.390887
496,5UJT,-229.553,-9.84989,328.284,-290.819,77.3153,38.6699,-0.98023,0.35932
497,5UJT,-230.147,-10.4286,331.273,-291.004,80.5602,41.1308,-0.725861,0.7223109999999999
499,5UJT,-227.364,-10.0325,327.367,-287.318,77.2883,37.7911,-1.26791,0.558431
500,5UJT,-227.523,-11.7071,326.059,-287.867,97.9052,35.2367,-1.64385,0.736378
501,5UJT,-225.561,-8.075380000000001,320.425,-286.29400000000004,76.8229,41.851000000000006,-0.953828,0.404013
502,5UJT,-226.583,-6.987589999999999,327.293,-283.845,73.6482,37.703,-0.8577049999999999,0.7241380000000001
503,6ATF,-223.528,-17.8862,333.117,-275.634,63.8311,38.7167,-2.1384,0.898177
504,6ATF,-222.18400000000003,-13.0162,325.437,-277.295,65.7585,39.6681,-1.35524,0.993465
506,6ATF,-226.319,-12.5786,333.217,-282.391,58.8253,40.5767,-1.5057,0.958108
507,6ATF,-227.671,-17.726,340.486,-280.738,68.0431,33.0777,-1.96537,1.32709
508,6BIY,-231.283,-17.91,339.431,-292.861,71.2174,44.3324,-1.18423,2.00653
509,6BIY,-229.09,-13.601,337.616,-287.824,67.1231,41.227,-0.919469,1.35814
511,6BIY,-237.237,-13.7484,348.022,-298.974,101.547,45.8587,-0.472505,1.45791
512,6BIY,-233.724,-14.1951,340.964,-293.829,83.7747,37.1029,-1.27471,1.89145
513,6CPN,-229.959,-9.59982,335.862,-287.41200000000003,82.1689,28.78,-1.47563,0.74449
514,6CPN,-229.061,-17.2439,335.106,-285.585,63.6884,30.4594,-2.6499200000000003,0.775111
516,6CPN,-227.387,-7.06738,330.8,-284.547,58.4288,32.7637,-0.2288639999999999,0.8515870000000001
517,6CPN,-225.591,-10.3259,335.54400000000004,-280.112,62.7068,34.9702,-0.989266,0.747419
518,6CPO,-224.829,-14.9605,325.461,-283.267,84.6982,37.7051,-2.02657,0.358507
519,6CPO,-224.076,-14.1264,317.867,-281.91900000000004,66.5439,39.4924,-2.25776,0.328868
521,6CPO,-228.333,-13.7892,333.98,-285.113,81.245,36.9168,-1.6062299999999998,0.380204
522,6CPO,-223.048,-13.9226,324.802,-278.793,73.5458,36.3395,-1.65586,0.473087
523,6CQJ,-229.029,-11.793,332.826,-289.041,90.9632,37.6871,-1.90352,0.7753899999999999
524,6CQJ,-225.491,-18.0202,332.165,-283.125,66.7398,34.6982,-2.91972,0.782605
526,6CQJ,-228.422,-13.0744,336.401,-286.785,67.2484,38.3201,-1.33252,0.797567
527,6CQJ,-224.288,-9.94461,331.141,-280.953,59.3093,41.337,-1.5173,0.342061
528,6DIG,-216.438,-8.217989999999999,300.231,-273.934,75.2489,39.6486,-1.16543,0.5251859999999999
529,6DIG,-220.402,-10.4007,309.973,-278.459,85.2207,39.4537,-1.2373299999999998,0.55914
531,6DIG,-222.448,-9.23146,313.69,-280.774,76.4902,37.671,-1.49792,1.19933
532,6DIG,-220.752,-9.75179,314.4,-278.308,78.0059,45.3406,-1.58206,0.655676
533,6HBY,-226.421,-13.6096,327.76800000000003,-287.142,77.3641,34.333,-1.42133,0.352666
534,6HBY,-226.225,-11.9591,326.953,-285.576,69.2476,37.1806,-1.09974,0.340913
535,6HBY,-229.686,-9.12809,331.30400000000003,-291.343,68.7066,33.3439,-1.15088,0.3799639999999999
536,6HBY,-231.102,-12.5007,328.406,-294.997,66.9215,30.9943,-1.30038,0.3825429999999999
537,6HBY,-225.52,-12.4108,326.605,-284.672,62.8858,29.6725,-0.939322,0.430027
539,6HBY,-228.71,-14.2817,333.552,-288.319,84.6072,37.2949,-1.39594,0.562593
540,6HBY,-227.014,-13.9297,328.13,-286.165,64.3243,33.3289,-1.58973,0.891867
541,6HBY,-225.505,-13.6062,324.653,-285.453,66.9315,31.4967,-1.6742099999999998,0.531763
542,6HBY,-225.284,-14.6338,331.60900000000004,-281.591,68.5337,32.6509,-1.87034,0.5313869999999999
543,6HBY,-224.176,-14.2758,326.916,-281.898,53.3839,35.0952,-1.37293,0.379811
544,6NIX,-221.47,-15.4439,330.235,-278.017,61.6673,35.2501,-1.30337,0.649861
545,6NIX,-225.314,-17.2923,329.68699999999995,-285.626,72.131,31.0089,-1.45337,1.26032
546,6NIX,-229.384,-14.2935,335.964,-289.967,88.6972,32.5027,-1.2217,1.39076
547,6NIX,-225.216,-11.4103,333.509,-282.043,70.6587,33.2809,-1.95211,0.929298
549,6NIX,-226.415,-10.9329,337.409,-287.048,68.309,29.3217,-0.944486,1.3263
550,6NIX,-225.023,-16.6965,336.915,-282.622,77.211,31.0112,-1.71944,1.51774
551,6U3M,-226.255,-7.10519,318.941,-289.198,71.8667,41.1748,-0.6315970000000001,0.398862
552,6U3M,-219.683,-7.22991,306.258,-281.815,82.3004,37.6414,-0.5705180000000001,0.359073
554,6U3M,-225.686,-7.28177,319.617,-289.71,80.687,36.1095,-0.15573,0.382743
555,6U3M,-218.163,-6.34061,308.749,-279.37,58.2616,34.1058,-0.013955,0.430183
556,6U3M,-224.361,-7.00802,314.583,-287.051,71.8306,47.2151,-0.5458689999999999,0.440731
557,6U3M,-226.636,-7.741039999999999,326.05400000000003,-288.27,72.2334,43.8357,-1.05241,0.555984
558,6U3M,-224.076,-7.45073,321.336,-286.192,65.2103,40.4942,-1.16269,0.535838
559,6U3M,-223.498,-10.1006,316.863,-285.171,66.6647,44.9066,-1.1547,0.4086579999999999
560,6U3M,-219.517,-7.112410000000001,312.69,-279.55400000000003,69.9758,44.5,-0.8947870000000001,0.4558899999999999
561,6U3M,-218.514,-7.371989999999999,311.052,-276.722,53.7731,37.7895,-1.14528,0.405593
562,6U3M,-220.259,-5.99415,312.452,-280.586,76.057,40.4729,-0.677096,0.600974
563,6U3M,-216.222,-7.819160000000001,311.617,-272.646,61.0995,38.8098,-0.8443139999999999,0.384554
564,6XP6,-221.899,-6.24595,317.971,-281.349,69.8715,46.5893,-0.8316879999999999,0.3718909999999999
565,6XP6,-225.307,-7.13702,320.003,-287.156,72.8852,36.2272,-0.802924,0.41097
567,6XP6,-221.452,-8.21162,316.581,-281.819,80.2005,38.9729,-0.718327,0.449378
568,6XP6,-224.605,-8.14615,323.183,-285.72900000000004,65.74,38.2543,-0.790462,0.611352
569,6XP6,-225.51,-6.835,320.862,-286.198,75.5628,44.2036,-0.8799739999999999,1.06681
570,6XP6,-222.166,-8.07967,314.885,-283.362,67.806,40.3042,-0.677602,0.38574
571,6XP6,-227.16,-8.455210000000001,324.136,-287.503,75.6904,39.4125,-1.3782299999999998,0.4406199999999999
572,6XP6,-222.785,-5.3778,319.182,-282.4,65.0019,35.4757,-0.745751,0.344437
573,6XP6,-219.278,-5.544980000000001,317.138,-277.439,56.0912,38.841,-0.29359,0.40156
574,6XP6,-219.542,-8.67689,314.93,-277.807,65.5113,39.3053,-1.02206,0.4569649999999999
575,6XP6,-218.802,-6.38534,315.813,-278.033,67.4806,35.7052,-0.5754279999999999,0.3678599999999999
576,6XP6,-221.759,-7.023960000000001,318.652,-281.257,73.1092,45.6342,-1.00265,0.37728
577,6XP6,-218.254,-7.11844,316.955,-275.634,66.5135,33.535,-0.681098,0.367981
578,6XP6,-217.563,-7.00957,317.389,-273.683,50.8376,42.6367,-1.007,0.382421
579,6XP6,-222.205,-8.0773,326.531,-276.24,63.691,37.2214,-1.21738,0.539253
580,6XP6,-218.771,-7.061889999999999,319.55,-274.557,62.9052,38.9704,-0.508332,0.347525
581,6XP6,-218.435,-5.11597,315.823,-275.693,62.0989,37.5965,-0.19145,0.377231
582,7N19,-218.575,-5.36182,329.474,-272.403,63.6173,47.517,-0.617645,0.924824
583,7N19,-221.449,-10.6605,330.788,-275.133,64.4049,45.9367,-1.45921,0.957036
585,7N19,-221.863,-11.9112,330.283,-276.346,60.6887,33.5991,-1.69282,0.52461
586,7N19,-223.431,-10.9454,334.981,-278.87,61.2477,40.4856,-1.80896,1.01536
587,7N19,-222.995,-15.348,336.589,-276.499,63.9877,36.613,-1.76633,1.16108
